"","Course_id","name","department","units","meeting","instructor","rating"
"4756","620","Scholarly Project","NUND","3","TBA ","Nicole Steinmetz",NA
"4757","620","Scholarly Project","NUND","3","TBA ","Daniel Popkin",NA
"4758","620","Scholarly Project","NUND","3","TBA ","Alan Levine",NA
"4759","620","Scholarly Project","NUND","3","TBA ","Saba Valadkhan",NA
"4760","620","Scholarly Project","NUND","3","TBA ","Jacek Skowronski",NA
"4761","620","Scholarly Project","NUND","3","Tu 2:30 PM - 3:20 PM","David Friel",NA
"4762","620","Scholarly Project","NUND","3","MWF 10:35 AM - 11:25 AM","David Katz",NA
"4763","620","Scholarly Project","NUND","3","MWF 10:35 AM - 11:25 AM","David Katz",NA
"4764","620","Scholarly Project","NUND","3","TBA ","Heather Broihier",NA
"4765","620","Scholarly Project","NUND","3","TuTh 8:30 AM - 9:45 AM","Hillel Chiel","4.2"
"4766","620","Scholarly Project","NUND","3","TuTh 2:30 PM - 3:45 PM","Roy Ritzmann","3.9"
"4767","620","Scholarly Project","NUND","3","TuTh 10:00 AM - 11:15 AM","Roy Ritzmann","3.9"
"4768","620","Scholarly Project","NUND","3","TBA ","Gary Landreth",NA
"4769","620","Scholarly Project","NUND","3","TBA ","Polyxeni Philippidou",NA
"4770","620","Scholarly Project","NUND","3","TBA ","Lin Mei",NA
"4771","620","Scholarly Project","NUND","3","TBA ","Heather Broihier",NA
"4772","620","Scholarly Project","NUND","3","TBA ","Evan Deneris",NA
"4773","620","Scholarly Project","NUND","3","TBA ","David Katz",NA
"4774","620","Scholarly Project","NUND","3","TBA ","Jerry Silver",NA
"4775","620","Scholarly Project","NUND","3","TBA ","Ben Strowbridge",NA
"4776","620","Scholarly Project","NUND","3","TBA ","Richard Zigmond",NA
"4777","620","Scholarly Project","NUND","3","TBA ","Sudha Chakrapani",NA
"4778","620","Scholarly Project","NUND","3","TBA ","Wen-Cheng Xiong",NA
"4779","620","Scholarly Project","NUND","3","TBA ","Eli Bar",NA
"4780","620","Scholarly Project","NUND","3","TBA ","Andrew Pieper",NA
"4781","620","Scholarly Project","NUND","3","TBA ","Heather Broihier",NA
"4782","620","Scholarly Project","NUND","3","TBA ","Gary Landreth",NA
"4783","620","Scholarly Project","NUND","3","TBA ","Evan Deneris",NA
"4784","620","Scholarly Project","NUND","3","TBA ","Jerry Silver",NA
"4785","620","Scholarly Project","NUND","3","TBA ","Ben Strowbridge",NA
"4786","620","Scholarly Project","NUND","3","TBA ","Heather Broihier",NA
"4787","620","Scholarly Project","NUND","3","TBA ","Polyxeni Philippidou",NA
"4788","620","Scholarly Project","NUND","3","TBA ","Lin Mei",NA
"4789","620","Scholarly Project","NUND","3","TBA ","David Katz",NA
"4790","401","Development and Health Promotion in Children and Adolescents","NUNP","3","TBA ","Richard Zigmond",NA
"4791","403","Advanced Management in Pediatric Primary Care","NUNP","5","TBA ","Andrew Pieper",NA
"4792","410","Health Promotion Across the Life Span","NUNP","2","TBA ","Sudha Chakrapani",NA
"4793","414","Advanced Management of Neonates with Complex Health Problems","NUNP","5","TBA ","Andrew Sloan",NA
"4794","416","Integrated Assessment of the Neonate","NUNP","3","TBA ","Wen-Cheng Xiong",NA
"4795","416","Integrated Assessment of the Neonate","NUNP","3","TBA ","Eli Bar",NA
"4796","434","Advanced Management in Adult and Older Adult Primary Care","NUNP","5","Tu 9:50 AM - 12:05 PM","Maria Emerick",NA
"4797","438","Foundations for Adult-Gerontology Acute Care Nursing","NUNP","4","M 12:30 PM - 2:45 PM","Maria Emerick",NA
"4798","439","Family Health Nursing: Health of Children and Adolescents","NUNP","4","Tu 9:50 AM - 12:05 PM","Maria Emerick",NA
"4799","444","Advanced Management of Acutely Ill Adults and Older Adults","NUNP","4","M 12:30 PM - 2:45 PM","Maria Emerick",NA
"4800","444","Advanced Management of Acutely Ill Adults and Older Adults","NUNP","4","M 5:30 PM - 7:45 PM","Brittany Cermak",NA
"4801","455","Management of Complex Acute Problems in Children and Adolescents I","NUNP","4","Tu 2:30 PM - 4:45 PM","Maria Emerick",NA
"4802","455","Management of Complex Acute Problems in Children and Adolescents I","NUNP","4","Th 10:50 AM - 1:15 PM","Hope Barkoukis","2.5"
"4803","115","Fundamentals of Nursing","NURS","4","M 5:30 PM - 7:45 PM","Brittany Cermak",NA
"4804","115","Fundamentals of Nursing","NURS","4","Tu 2:30 PM - 4:45 PM","Maria Emerick",NA
"4805","115","Fundamentals of Nursing","NURS","0","Th 10:50 AM - 1:15 PM","Maria Emerick",NA
"4806","115","Fundamentals of Nursing","NURS","0","TuTh 1:00 PM - 2:15 PM","Staff",NA
"4807","115","Fundamentals of Nursing","NURS","0","Tu 1:00 PM - 3:30 PM","Najeebah Shine,Tamara Randall",NA
"4808","115","Fundamentals of Nursing","NURS","0","TuTh 5:30 PM - 6:45 PM","David Cavallo","3.5"
"4809","115","Fundamentals of Nursing","NURS","0","MW 6:00 PM - 7:15 PM","Brittany Cermak,Tamara Randall",NA
"4810","115","Fundamentals of Nursing","NURS","0","TuTh 1:00 PM - 2:15 PM","Catherine Rogers","4.5"
"4811","115","Fundamentals of Nursing","NURS","0","TuTh 10:00 AM - 11:15 AM","Catherine Rogers","4.5"
"4812","115","Fundamentals of Nursing","NURS","0","M 2:15 PM - 4:05 PM","James Swain","4.7"
"4813","115","Fundamentals of Nursing","NURS","0","WF 2:15 PM - 5:15 PM","James Swain","4.7"
"4814","115","Fundamentals of Nursing","NURS","0","TuTh 1:00 PM - 2:15 PM","Jennifer Kerner,Rosanna Watowicz",NA
"4815","115","Fundamentals of Nursing","NURS","0","MW 12:45 PM - 2:00 PM","Lynn Kam","3.4"
"4816","115","Fundamentals of Nursing","NURS","0","MW 4:50 PM - 6:05 PM","Lynn Kam","3.4"
"4817","210","Teaching/Learning in the Community","NURS","1","TuTh 2:30 PM - 3:45 PM","Stephanie Harris","4.0"
"4818","211","Introduction to Pharmacology 1","NURS","1.5","TBA ","Rosa Hand,Stephanie Harris",NA
"4819","211","Introduction to Pharmacology 1","NURS","1.5","TBA ","Colleen Croniger","3.1"
"4820","230","Nursing Care of the Adult 1","NURS","5","TBA ","Stephanie Harris","4.0"
"4821","230","Nursing Care of the Adult 1","NURS","5","TBA ","Danny Manor",NA
"4822","230","Nursing Care of the Adult 1","NURS","0","TBA ","Michelle Puchowicz",NA
"4823","230","Nursing Care of the Adult 1","NURS","0","TBA ","Michelle Puchowicz",NA
"4824","230","Nursing Care of the Adult 1","NURS","0","TBA ","James Swain","4.7"
"4825","230","Nursing Care of the Adult 1","NURS","0","TBA ","Henri Brunengraber",NA
"4826","230","Nursing Care of the Adult 1","NURS","0","TBA ","Lynn Kam","3.4"
"4827","230","Nursing Care of the Adult 1","NURS","0","TBA ","Rosa Hand",NA
"4828","230","Nursing Care of the Adult 1","NURS","0","TBA ","Cheryl Thompson",NA
"4829","230","Nursing Care of the Adult 1","NURS","0","TBA ","Catherine Rogers","4.5"
"4830","230","Nursing Care of the Adult 1","NURS","0","MW 12:45 PM - 2:00 PM","Lynn Kam","3.4"
"4831","230","Nursing Care of the Adult 1","NURS","0","TBA ","Colleen Croniger","3.1"
"4832","230","Nursing Care of the Adult 1","NURS","0","TBA ","Henri Brunengraber",NA
"4833","250","Aging in Health and Illness","NURS","2","TBA ","James Swain","4.7"
"4834","250","Aging in Health and Illness","NURS","2","TBA ","Cheryl Cameron",NA
"4835","250","Aging in Health and Illness","NURS","2","TBA ","Stephanie Harris","4.0"
"4836","260","Evidence Based Public Policy in the Community","NURS","1","TBA ","Lynn Kam","3.4"
"4837","277","BCLS and First Aid for Health Care Providers","NURS","0","TBA ","Danny Manor",NA
"4838","277","BCLS and First Aid for Health Care Providers","NURS","0","TBA ","Tamara Randall","5.0"
"4839","277","BCLS and First Aid for Health Care Providers","NURS","0","TBA ","Sichun Yang",NA
"4840","310","Leadership in the Community","NURS","1","TBA ","Rosa Hand",NA
"4841","315","Parents and Neonates in Health and Illness","NURS","4.5","TBA ","Cheryl Thompson",NA
"4842","315","Parents and Neonates in Health and Illness","NURS","4.5","TBA ","Catherine Rogers","4.5"
"4843","315","Parents and Neonates in Health and Illness","NURS","4.5","TBA ","Rosa Hand,Stephanie Harris",NA
"4844","315","Parents and Neonates in Health and Illness","NURS","4.5","TuTh 10:00 AM - 11:15 AM","Danny Manor",NA
"4845","315","Parents and Neonates in Health and Illness","NURS","4.5","TuTh 10:00 AM - 11:15 AM","Rosa Hand",NA
"4846","315","Parents and Neonates in Health and Illness","NURS","4.5","TBA ","Hope Barkoukis","2.5"
"4847","315","Parents and Neonates in Health and Illness","NURS","4.5","TBA ","Colleen Croniger","3.1"
"4848","315","Parents and Neonates in Health and Illness","NURS","4.5","TBA ","Danny Manor",NA
"4849","316","Infants, Children, and Adolescents in Health and Illness","NURS","4.5","TBA ","James Swain","4.7"
"4850","316","Infants, Children, and Adolescents in Health and Illness","NURS","4.5","TBA ","Lynn Kam","3.4"
"4851","316","Infants, Children, and Adolescents in Health and Illness","NURS","4.5","TBA ","Henri Brunengraber",NA
"4852","316","Infants, Children, and Adolescents in Health and Illness","NURS","4.5","TBA ","David Cavallo","3.5"
"4853","316","Infants, Children, and Adolescents in Health and Illness","NURS","4.5","TBA ","Tamara Randall","5.0"
"4854","316","Infants, Children, and Adolescents in Health and Illness","NURS","4.5","TBA ","Stephanie Harris","4.0"
"4855","316","Infants, Children, and Adolescents in Health and Illness","NURS","4.5","TBA ","Rosanna Watowicz","5.0"
"4856","338","Care of the Adult and Older Adult with Complex Health Alterations","NURS","4.5","TBA ","Sanjay Gupta",NA
"4857","338","Care of the Adult and Older Adult with Complex Health Alterations","NURS","4.5","TBA ","David Lodowski",NA
"4858","338","Care of the Adult and Older Adult with Complex Health Alterations","NURS","4.5","TBA ","Gurkan Bebek","2.0"
"4859","338","Care of the Adult and Older Adult with Complex Health Alterations","NURS","4.5","W 9:30 AM - 12:00 PM","Rosa Hand",NA
"4860","339","Care of the Perioperative Patient","NURS","3.5","TBA ","Catherine Rogers","4.5"
"4861","339","Care of the Perioperative Patient","NURS","3.5","TBA ","James Swain","4.7"
"4862","339","Care of the Perioperative Patient","NURS","3.5","TBA ","Hope Barkoukis","2.5"
"4863","339","Care of the Perioperative Patient","NURS","3.5","TBA ","Joseph LaManna,Kui Xu,Michelle Puchowicz",NA
"4864","339","Care of the Perioperative Patient","NURS","3.5","TuTh 2:30 PM - 3:45 PM","James Swain","4.7"
"4865","339","Care of the Perioperative Patient","NURS","3.5","F 9:30 AM - 12:20 PM","Sandra Pichette",NA
"4866","339","Care of the Perioperative Patient","NURS","3.5","W 5:15 PM - 8:00 PM","Jodi Wolff",NA
"4867","339","Care of the Perioperative Patient","NURS","3.5","TuTh 2:30 PM - 3:45 PM","David Cavallo","3.5"
"4868","339","Care of the Perioperative Patient","NURS","3.5","F 1:30 PM - 4:00 PM","Stephanie Merlino",NA
"4869","339","Care of the Perioperative Patient","NURS","3.5","TuTh 10:00 AM - 11:15 AM","Stephanie Harris","4.0"
"4870","341","Concepts of Management and Leadership","NURS","3","TuTh 4:00 PM - 5:15 PM","Colleen Croniger","3.1"
"4871","343","Issues and Ethics in Health Care","NURS","2","TuTh 1:00 PM - 2:15 PM","Tamara Randall","5.0"
"4872","352","Acute Care 3","NURS","8","TuTh 4:00 PM - 5:15 PM","Lynn Kam","3.4"
"4873","352","Acute Care 3","NURS","8","MW 12:45 PM - 2:00 PM","Lynn Kam","3.4"
"4874","354","Nursing Care of Critically Ill Adults","NURS","8","TBA ","Lynn Kam","3.4"
"4875","354","Nursing Care of Critically Ill Adults","NURS","8","MW 4:50 PM - 6:05 PM","Lynn Kam","3.4"
"4876","356","Nursing Care of Critically Ill Neonates, Infants, and Children","NURS","8","M 9:00 AM - 12:00 PM","Rosanna Watowicz,Tamara Randall",NA
"4877","356","Nursing Care of Critically Ill Neonates, Infants, and Children","NURS","8","TuTh 11:30 AM - 12:45 PM","David Cavallo","3.5"
"4878","360","Process Change in the Community","NURS","1","TBA ","Cheryl Thompson",NA
"4879","370","Information Technologies in Health","NURS","1","TBA ","Tamara Randall","5.0"
"4880","371","Public Health Nursing","NURS","3","TBA ","Tamara Randall","5.0"
"4881","372","Health in the Global Community","NURS","3","M 1:30 PM - 4:30 PM","Sharon Groh-Wargo",NA
"4882","373","Global Health Practicum","NURS","5","TBA ","Tamara Randall","5.0"
"4883","394","Global Health Seminar","NURS","3","TuTh 11:30 AM - 12:45 PM","David Cavallo","3.5"
"4884","399","Independent Study","NURS","12","F 4:00 PM - 4:45 PM","Danny Manor",NA
"4885","399","Independent Study","NURS","12","M 1:30 PM - 4:30 PM","Rosa Hand",NA
"4886","400","Guided Study in Nursing","NURS","12","TBA ","Lynn Kam","3.4"
"4887","400","Guided Study in Nursing","NURS","12","TBA ","Colleen Croniger","3.1"
"4888","404","Emergent Care of the Child","NURS","2","TBA ","Danny Manor",NA
"4889","404","Emergent Care of the Child","NURS","2","TBA ","Colleen Croniger","3.1"
"4890","405","Inquiry I - Theoretical Foundations","NURS","2","TBA ","Hope Barkoukis","2.5"
"4891","416","Integrated Assessment of the Neonate for Midwives","NURS","1","TBA ","James Swain","4.7"
"4892","425","Inquiry II - Research Process","NURS","3","TBA ","Sanjay Gupta",NA
"4893","425","Inquiry II - Research Process","NURS","3","TBA ","John Kirwan",NA
"4894","431","Psychosocial and Spiritual Dimensions of Advanced Nursing Practice","NURS","2","TBA ","Lynn Kam","3.4"
"4895","444A","Ethical Issues in Advanced Nursing Practice","NURS","1","TBA ","Stephanie Harris","4.0"
"4896","444B","Health Care Delivery and Finance in Advanced Practice","NURS","1","TBA ","Stephanie Harris","4.0"
"4897","444C","Health Policy Legislation and Legal Issues in Advanced Practice","NURS","1","TBA ","Catherine Rogers","4.5"
"4898","451","Leadership for Quality Healthcare within Organizations and Systems","NURS","3","TBA ","Colleen Croniger","3.1"
"4899","453","Advanced Pathophysiology","NURS","4","TBA ","John Kirwan",NA
"4900","453","Advanced Pathophysiology","NURS","4","TBA ","John Tilton",NA
"4901","454","Well Woman Health Care","NURS","3","TBA ","Danny Manor",NA
"4902","454","Well Woman Health Care","NURS","3","TBA ","Hope Barkoukis","2.5"
"4903","457","Labor and Birth","NURS","5","TBA ","Lynn Kam","3.4"
"4904","459","Advanced Health Assessment","NURS","3","TBA ","Tamara Randall","5.0"
"4905","459","Advanced Health Assessment","NURS","3","TBA ","Rosa Hand",NA
"4906","459","Advanced Health Assessment","NURS","3","TBA ","Cheryl Thompson",NA
"4907","459","Advanced Health Assessment","NURS","3","TBA ","Sichun Yang",NA
"4908","459","Advanced Health Assessment","NURS","3","TBA ","Lynn Kam","3.4"
"4909","464","Global Clinical Learning","NURS","1","TBA ","Hope Barkoukis","2.5"
"4910","464","Global Clinical Learning","NURS","1","TBA ","Stephanie Harris","4.0"
"4911","468","The Continual Improvement of Healthcare: An Interdisciplinary Course","NURS","3","TBA ","Tamara Randall","5.0"
"4912","473","Advanced Psychopathology Across the Lifespan: Part I (Infant through Young Adult)","NURS","2","TBA ","Rosa Hand",NA
"4913","475","General Systems Theory:  Foundations for Practice","NURS","2","TBA ","Henri Brunengraber",NA
"4914","476","Advanced Practice Seminar: Role of Psychiatric-Mental Health APRN","NURS","1","TBA ","Sanjay Gupta",NA
"4915","486","Modalities for Family Systems Practice: Vulnerable Family Populations","NURS","3","TBA ","John Kirwan",NA
"4916","488","Theoretical Basis of Practicum and Supervision in Consult, Collaborate, and Mental Health Education","NURS","3","TBA ","Danny Manor",NA
"4917","489","Practicum and Supervision in the Role of Family Systems Psychiatric Mental Health Advanced Practice","NURS","3","TBA ","Colleen Croniger","3.1"
"4918","489","Practicum and Supervision in the Role of Family Systems Psychiatric Mental Health Advanced Practice","NURS","3","F 8:30 AM - 1:30 PM","Kathleen Massoli,Kerry Quisenberry,Sonya Moore",NA
"4919","489","Practicum and Supervision in the Role of Family Systems Psychiatric Mental Health Advanced Practice","NURS","3","W 8:00 AM - 3:00 PM","Kathleen Massoli,Kerry Quisenberry,Sonya Moore",NA
"4920","502","Inquiry III Evidence-Based Practice","NURS","2","F 8:00 AM - 3:00 PM","Kathleen Massoli,Kerry Quisenberry,Sonya Moore",NA
"4921","506","Nursing Epistemology","NURS","3","W 8:00 AM - 3:00 PM","Kathleen Massoli,Kerry Quisenberry,Sonya Moore",NA
"4922","510","Health Disparities","NURS","3","F 8:00 AM - 3:00 PM","Kathleen Massoli,Kerry Quisenberry,Sonya Moore",NA
"4923","524","Molecular Genetics for the Nurse Scientist","NURS","3","M 8:00 AM - 4:00 PM","Ashley Austin,Judith Lewis,Kerry Quisenberry,Sonya Moore",NA
"4924","530","Advanced Nursing Research Methods I","NURS","3","MTuWThF 7:00 AM - 4:30 PM","Angela Milosh,Mark Caldwell,Sonya Moore",NA
"4925","532","Applied Statistics","NURS","3","Th 9:00 AM - 12:00 PM","Mary Franklin",NA
"4926","601","Special Problems","NURS","12","F 9:00 AM - 5:00 PM","Mary Franklin",NA
"4927","601","Special Problems","NURS","12","Th 10:00 AM - 12:00 PM","Mary Franklin",NA
"4928","601","Special Problems","NURS","12","TuWThFSa 9:00 AM - 5:00 PM","Mary Quinn Griffin",NA
"4929","601","Special Problems","NURS","12","TuTh 8:15 AM - 9:50 AM","Mary Dehaan","5.0"
"4930","601","Special Problems","NURS","12","MW 7:00 AM - 3:30 PM","Mary Dehaan","5.0"
"4931","601","Special Problems","NURS","12","TBA ","Mary Dehaan","5.0"
"4932","601","Special Problems","NURS","12","Th 12:00 PM - 1:20 PM","Angela Arumpanayil","5.0"
"4933","601","Special Problems","NURS","12","Tu 10:00 AM - 11:20 AM","Angela Arumpanayil","5.0"
"4934","601","Special Problems","NURS","12","F 8:00 AM - 5:00 PM","Andrew Reimer",NA
"4935","601","Special Problems","NURS","12","TBA ","Andrew Reimer",NA
"4936","601","Special Problems","NURS","12","Th 10:00 AM - 11:20 AM","Janine Galeski","3.9"
"4937","609","Health Care Policy and Planning","NURS","3","MW  - ","Janine Galeski","3.9"
"4938","615","Topical Seminar in Health Science Research","NURS","3","Th 1:30 PM - 3:20 PM","Rita Sfiligoj","2.7"
"4939","615","Topical Seminar in Health Science Research","NURS","3","F 8:00 AM - 4:00 PM","Rita Sfiligoj","2.7"
"4940","615","Topical Seminar in Health Science Research","NURS","3","Tu 12:30 PM - 2:20 PM","Molly Jackson",NA
"4941","630","Advanced Statistics: Linear Models","NURS","3","MTuWThF 8:30 AM - 4:30 PM","Cynthia Danko","1.0"
"4942","671","Proposal Development","NURS","6","Tu 12:00 PM - 1:50 PM","Mary Franklin",NA
"4943","671","Proposal Development","NURS","6","Th 1:00 PM - 2:50 PM","Mary Franklin",NA
"4944","671","Proposal Development","NURS","6","Tu 12:00 PM - 1:50 PM","Mary Franklin",NA
"4945","671","Proposal Development","NURS","6","Th 1:00 PM - 2:50 PM","Mary Franklin",NA
"4946","671","Proposal Development","NURS","6","TBA ","Mary Franklin",NA
"4947","671","Proposal Development","NURS","6","TBA ","Mary Franklin",NA
"4948","671","Proposal Development","NURS","6","Th 8:00 AM - 9:15 AM","Kathleen Juniper,Mary Franklin",NA
"4949","671","Proposal Development","NURS","6","Th 8:00 AM - 9:15 AM","Kathleen Juniper,Mary Franklin",NA
"4950","671","Proposal Development","NURS","6","Tu 12:00 PM - 1:50 PM","Marguerite DiMarco",NA
"4951","671","Proposal Development","NURS","6","Th 1:00 PM - 2:50 PM","Marguerite DiMarco",NA
"4952","671","Proposal Development","NURS","6","Tu 12:00 PM - 1:50 PM","Marguerite DiMarco",NA
"4953","671","Proposal Development","NURS","6","Th 1:00 PM - 2:50 PM","Marguerite DiMarco",NA
"4954","671","Proposal Development","NURS","6","TBA ","Marguerite DiMarco",NA
"4955","671","Proposal Development","NURS","6","TBA ","Marguerite DiMarco",NA
"4956","671","Proposal Development","NURS","6","Tu 7:45 AM - 9:00 AM","Marguerite DiMarco",NA
"4957","671","Proposal Development","NURS","6","Tu 7:45 AM - 9:00 AM","Marguerite DiMarco",NA
"4958","671","Proposal Development","NURS","6","Tu 9:15 AM - 11:05 AM","Angela Arumpanayil","5.0"
"4959","671","Proposal Development","NURS","6","TBA ","Angela Arumpanayil","5.0"
"4960","671","Proposal Development","NURS","6","TBA ","Matthew Plow",NA
"4961","701","Dissertation Ph.D.","NURS","9","TuWThFSa 9:00 AM - 5:00 PM","Deborah Lindell",NA
"4962","701","Dissertation Ph.D.","NURS","9","FSaSu 8:30 AM - 5:00 PM","Maryjo Prince-Paul",NA
"4963","701","Dissertation Ph.D.","NURS","9","SaSu 8:30 AM - 5:00 PM","Maryjo Prince-Paul",NA
"4964","701","Dissertation Ph.D.","NURS","9","SaSu 9:00 AM - 5:00 PM","Deborah Lindell",NA
"4965","701","Dissertation Ph.D.","NURS","9","TuWThFSa 9:00 AM - 5:00 PM","Mary Terhaar",NA
"4966","701","Dissertation Ph.D.","NURS","9","FSaSu 9:00 AM - 5:00 PM","Latina Brooks,Mary Terhaar",NA
"4967","701","Dissertation Ph.D.","NURS","9","SaSu 9:00 AM - 5:00 PM","Mary Terhaar",NA
"4968","701","Dissertation Ph.D.","NURS","9","MTuWThF 9:00 AM - 5:00 PM","Rebecca Patton",NA
"4969","701","Dissertation Ph.D.","NURS","9","FSaSu 8:30 AM - 5:00 PM","Evelyn Duffy",NA
"4970","701","Dissertation Ph.D.","NURS","9","SaSu 8:30 AM - 5:00 PM","Evelyn Duffy",NA
"4971","701","Dissertation Ph.D.","NURS","9","TuWThFSa 9:00 AM - 5:00 PM","Mary Quinn Griffin",NA
"4972","701","Dissertation Ph.D.","NURS","9","TBA ","Marisa Wilson",NA
"4973","701","Dissertation Ph.D.","NURS","9","TBA ","Latina Brooks,Marisa Wilson",NA
"4974","701","Dissertation Ph.D.","NURS","9","MTuWThF 9:00 AM - 5:00 PM","Chris Winkelman",NA
"4975","701","Dissertation Ph.D.","NURS","9","FSaSu 8:00 AM - 5:00 PM","Celeste Alfes",NA
"4976","701","Dissertation Ph.D.","NURS","9","SaSu 8:00 AM - 5:00 PM","Celeste Alfes",NA
"4977","701","Dissertation Ph.D.","NURS","9","TuWThFSa 9:00 AM - 5:00 PM","Donna Dowling",NA
"4978","701","Dissertation Ph.D.","NURS","9","MTuWTh 9:00 AM - 5:00 PM","Irena Kenneley",NA
"4979","701","Dissertation Ph.D.","NURS","9","TBA ","Allison Webel",NA
"4980","701","Dissertation Ph.D.","NURS","9","TBA ","Donna Dowling",NA
"4981","350","Project Management","OPMT","3","TBA ","Mary Franklin",NA
"4982","412","Lean Services Operations","OPMT","3","TBA ","Evelyn Duffy",NA
"4983","450","Project Management","OPMT","3","TBA ","Amelia Bieda",NA
"4984","475","Supply Chain Logistics","OPMT","3","TBA ","Diana Morris",NA
"4985","476","Strategic Sourcing","OPMT","3","TBA ","Joyce Fitzpatrick",NA
"4986","207","Statistics for Business and Management Science I","OPRE","3","TBA ","Barbara Daly",NA
"4987","207","Statistics for Business and Management Science I","OPRE","3","TBA ","Chris Winkelman",NA
"4988","301","Operations Research and Supply Chain Management","OPRE","3","TBA ","Carol Savrin",NA
"4989","301","Operations Research and Supply Chain Management","OPRE","3","TBA ","Mary Dolansky",NA
"4990","411","Optimization Modeling","OPRE","3","TBA ","Mary Quinn Griffin",NA
"4991","427","Convexity and Optimization","OPRE","3","TBA ","Faye Gary",NA
"4992","433","Foundations of Probability and Statistics","OPRE","3","TBA ","Elizabeth Click",NA
"4993","435B","Integrated Problem Solving in OR and SC","OPRE","1.5","TBA ","Elizabeth Damato",NA
"4994","501","Special Problems and Topics","OPRE","3","TBA ","Deborah Lindell",NA
"4995","501","Special Problems and Topics","OPRE","1.5","TBA ","Sara Douglas",NA
"4996","250","Leading People (LEAD I)","ORBH","3","TBA ","Cheryl Killion",NA
"4997","250","Leading People (LEAD I)","ORBH","3","TBA ","Carol Musil",NA
"4998","251","Leading Organizations (LEAD II)","ORBH","3","TBA ","Gretchen Mettler",NA
"4999","360","Independent Study","ORBH","3","TBA ","Marguerite DiMarco",NA
"5000","380","Managing Negotiations","ORBH","3","TBA ","Maryjo Prince-Paul",NA
"5001","391","Leadership in Diversity and Inclusion: Towards a Globally Inclusive Workplace","ORBH","3","TBA ","Valerie A Boebel Toly",NA
"5002","396","Professional Development for Engineers","ORBH","3","TBA ","Patricia Satariano-Hayden",NA
"5003","450","Executive Leadership","ORBH","3","TBA ","Celeste Alfes",NA
"5004","510","Organizational Behavior Department Seminar","ORBH","1.5","TBA ","Susan Ludington","1.6"
"5005","520","Group and Interpersonal Analysis","ORBH","1.5","TBA ","Carol Kelley",NA
"5006","528","The Dynamics of Managing Effective Change","ORBH","1.5","TBA ","Susan Mazanec",NA
"5007","538","Research and Theory on Dynamical Behavior in Groups","ORBH","1.5","TBA ","Jane Marek","4.2"
"5008","560","Research Methods I","ORBH","3","TBA ","Irena Kenneley",NA
"5009","601","Special Problems and Topics","ORBH","18","TBA ","Marilyn Lotas",NA
"5010","601","Special Problems and Topics","ORBH","18","TBA ","Mary Terhaar",NA
"5011","601","Special Problems and Topics","ORBH","18","TBA ","Susan Painter",NA
"5012","601","Special Problems and Topics","ORBH","18","TBA ","Evanne Juratovac",NA
"5013","601","Special Problems and Topics","ORBH","18","TBA ","Ronald Hickman",NA
"5014","601","Special Problems and Topics","ORBH","18","TBA ","Rebecca Patton",NA
"5015","601","Special Problems and Topics","ORBH","18","TBA ","Latina Brooks",NA
"5016","601","Special Problems and Topics","ORBH","18","TBA ","Carol Musil",NA
"5017","701","Dissertation Ph.D.","ORBH","9","TBA ","Mary Franklin",NA
"5018","701","Dissertation Ph.D.","ORBH","9","TBA ","Joyce Fitzpatrick",NA
"5019","701","Dissertation Ph.D.","ORBH","9","TBA ","Evanne Juratovac",NA
"5020","701","Dissertation Ph.D.","ORBH","9","TBA ","M Suresky",NA
"5021","701","Dissertation Ph.D.","ORBH","9","TBA ","Susan Ludington","1.6"
"5022","701","Dissertation Ph.D.","ORBH","9","TBA ","Elizabeth Click",NA
"5023","701","Dissertation Ph.D.","ORBH","9","TBA ","Sara Douglas",NA
"5024","701","Dissertation Ph.D.","ORBH","9","TBA ","Amelia Bieda",NA
"5025","701","Dissertation Ph.D.","ORBH","9","TBA ","Barbara Daly",NA
"5026","701","Dissertation Ph.D.","ORBH","9","TBA ","Diana Morris",NA
"5027","701","Dissertation Ph.D.","ORBH","9","TBA ","Gretchen Mettler",NA
"5028","701","Dissertation Ph.D.","ORBH","9","TBA ","Chris Winkelman",NA
"5029","101","Origins Prologue: Life, the Universe, and Everything","ORIG","1","TBA ","Elizabeth Damato",NA
"5030","202","Origins II: Life in all its diversity","ORIG","3","TBA ","Evelyn Duffy",NA
"5031","301","Mathematical Modeling Across the Sciences","ORIG","3","TBA ","Patricia McDonald",NA
"5032","360","Independent Study in Origins","ORIG","3","TBA ","Donna Dowling",NA
"5033","370","Research in Origins","ORIG","6","TBA ","Cheryl Killion",NA
"5034","401","Mathematical Modeling Across the Sciences","ORIG","3","TBA ","Deborah Lindell",NA
"5035","470","Research in Origins","ORIG","6","TBA ","Faye Gary",NA
"5036","485","Comparative &amp; Evolutionary Physiology","ORIG","4","TBA ","Mary Quinn Griffin",NA
"5037","402","Physical Diagnosis","PAST","4","TBA ","Carol Kelley",NA
"5038","402","Physical Diagnosis","PAST","4","TBA ","Jaclene Zauszniewski",NA
"5039","402","Physical Diagnosis","PAST","4","TBA ","Mary Dolansky",NA
"5040","402","Physical Diagnosis","PAST","4","TBA ","Carol Savrin",NA
"5041","402","Physical Diagnosis","PAST","4","TBA ","Ronald Hickman",NA
"5042","402","Physical Diagnosis","PAST","4","TBA ","Chris Winkelman",NA
"5043","402","Physical Diagnosis","PAST","4","TBA ","Patricia Higgins",NA
